HLA-G 0.2502946459362937
HLA-A 0.24740582672368758
HLA-F 0.24208319913792994
HLA-DQA1 0.2328025748491066
HLA-DQB1 0.2328025748491066
HLA-C 0.2290340654536559
HLA-DOA 0.22657219015228564
CYP2D6 0.22416176199826354
HLA-B 0.22416176199826354
KIR2DP1 0.22107168851446204
KIR2DL4 0.220694833129274
HLA-DPB1 0.20975185699898263
KIR3DL3 0.1996107614767596
KIR3DL1 0.19941622368319184
HLA-DPA1 0.19266367864373865
KIR2DL1 0.18985290236685803
KIR3DL2 0.18985240206004422
HLA-DRA 0.1888325332883703
HLA-H 0.1880679310875101
HLA-DRB1 0.16213061924676636
MICA 0.1546898100253905
HLA-J 0.09620102326144973
HLA-K 0.07312588335779922
HLA-P 0.07312588335779922
HLA-U 0.07312588335779922
HLA-W 0.07312588335779922
HLA-T 0.07023706414519315
HLA-DQB2 0.061097475361066196
HLA-L 0.05703818997173246
KIR2DL3 0.0468439223483292
KIR2DS4 0.0468340441589951
HLA-DQA2 0.039683442738293995
HLA-DRB3 0.03491365101925592
HLA-DRB4 0.03491365101925592
HLA-DPB2 0.0349106193518966
HLA-DPA2 0.023330968011290715
HLA-DMB 0.01751383624952874
HLA-E 0.010033251767091354
TAP2 0.005870713436324958
HLA-DOB 0.005689766934960533
TAP1 0.003572691645029872
TRBV16 0.0020581870258412
HLA-DMA 0.0009343471936453944
IGHV5-51 0.00024009551268147422
IGHV7-81 0.000217369541867417
IGHV1-68 0.0002068379367628075
TRBV30 0.00020302118406560605
IGHV1-58 0.00019901037876626787
TRBV20-1 0.0001898199525873811
TRBV15 0.0001814530241601949
IGKV1D-8 0.00017896492944032667
IGKV1D-42 0.0001720484628851249
IGKV3D-15 0.00017046774805015848
TRBJ1-6 0.00016037529445927777
IGHV4-59 0.00015047004279084876
IGKV3D-11 0.0001458460829506206
IGKV2D-29 0.0001376444595699314
TRBJ2-7 0.00013075459590370988
TRBV17 0.0001274136257753735
IGLV1-44 0.00012175061201166376
TRAJ32 0.00012175061201166376
IGLV5-45 0.00012133517501748518
TRAJ37 0.00011032560264766406
IGHV3-74 0.00011000962160903747
IGLV6-57 0.00011000962160903747
TRAV27 0.00011000962160903747
IGHV3-49 0.00010458977188481466
IGHV3-62 0.00010240329626509589
IGHV8-51-1 0.00010231861623320206
IGHV3-53 0.00010061678069236362
IGHV3-64 9.909401229813112e-05
IGHV3-66 9.909401229813112e-05
IGHV3-71 9.809856270636663e-05
IGHV3-48 9.25205066154696e-05
